CASEID,PARTID,VARIATIONID,TIME,POSX,POSY,POSZ,POSPHI,POSTHETA,POSPSI,VX,VY,VZ,AX,AY,AZ,MUE,REC
1,1,0,0.21,-78.8043,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.211,-78.7876,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.212,-78.7709,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.213,-78.7543,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.214,-78.7376,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.215,-78.7209,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.216,-78.7043,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.217,-78.6876,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.218,-78.6709,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.219,-78.6543,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.22,-78.6376,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.221,-78.6209,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.222,-78.6043,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.223,-78.5876,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.224,-78.5709,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.225,-78.5543,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.226,-78.5376,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.227,-78.5209,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.228,-78.5043,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.229,-78.4876,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.23,-78.4709,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.231,-78.4543,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.232,-78.4376,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.233,-78.4209,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.234,-78.4043,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.235,-78.3876,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.236,-78.3709,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.237,-78.3543,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.238,-78.3376,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.239,-78.3209,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.24,-78.3043,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.241,-78.2876,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.242,-78.2709,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.243,-78.2543,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.244,-78.2376,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.245,-78.2209,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.246,-78.2043,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.247,-78.1876,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.248,-78.1709,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.249,-78.1543,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.25,-78.1376,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.251,-78.1209,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.252,-78.1043,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.253,-78.0876,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.254,-78.0709,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
